44,640
Don't get stuck away from coins !
6,18,1
5,18,1
3,18,1
4,18,1
2,18,1
0,18,1
1,18,1
16,18,1
15,18,1
14,18,1
13,18,1
12,18,1
0,0,1
1,0,1
2,0,1
3,0,1
4,0,1
5,0,1
6,0,1
7,9,1
8,9,1
9,9,1
10,9,1
11,9,1
12,9,1
13,9,1
16,12,1
17,12,1
18,12,1
19,12,1
20,12,1
21,12,1
24,9,1
25,9,1
26,9,1
27,9,1
28,9,1
29,9,1
30,9,1
31,9,1
31,0,1
30,0,1
29,0,1
28,0,1
26,0,1
24,0,1
23,0,1
22,0,1
25,0,1
27,0,1
21,0,1
20,0,1
19,0,1
18,0,1
17,0,1
16,0,1
15,0,1
14,0,1
13,5,1
12,5,1
11,5,1
10,5,1
9,5,1
8,5,1
13,4,1
13,3,1
13,2,1
13,1,1
13,0,1
14,3,1
15,3,1
16,3,1
14,2,1
14,1,1
15,1,1
15,2,1
16,2,1
16,1,1
17,1,1
18,1,1
19,1,1
20,1,1
20,2,1
19,2,1
15,20,3
16,14,3
10,7,3
31,12,3
31,3,3
0,2,3
8,12,3
28,10,4
27,1,4
26,1,4
21,1,4
18,2,4
17,2,4
14,4,4
2,1,4
3,1,4
